species_tax_id	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape
282684	NA	NA	NA	28	27	7	10516321.5	67	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
862134	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
408074	-0.3979400086720376	-0.1549019599857432	NA	29	NA	7.5	6630860	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
754477	-0.1549019599857432	0.17609125905568124	NA	29	34	8	2745290	50.146	2606.333	3	41	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
446374	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171692	-0.3010299956639812	0.3010299956639812	NA	29	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
748907	-0.3010299956639812	-0.09691001300805639	NA	20	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
940616	-0.22184874961635637	0.3222192947339193	NA	20	22.5	4.5	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1537	0.146128035678238	0.4913616938342727	NA	37	37	NA	3782458	NA	NA	NA	NA	1	1	NA	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
2138	-0.6989700043360187	NA	NA	NA	NA	NA	1771859	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33918	NA	NA	NA	29	NA	NA	3331758	68.195	NA	NA	NA	1	NA	NA	NA	0	0	1	1	0	0	1	0	0	0	0	0
48727	NA	NA	NA	30	NA	NA	4402189	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
126156	-0.3979400086720376	0.3010299956639812	NA	25	NA	NA	3607666	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504265	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
692994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
519977	-0.1549019599857432	0.25527250510330607	NA	NA	33.5	7.5	4947141.5	38.19	NA	NA	NA	1	1	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
661491	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295352	NA	NA	NA	28	35	8	NA	NA	NA	NA	NA	1	1	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
445931	-0.5228787452803376	0.25527250510330607	NA	NA	30	6.75	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
566024	-0.1870866433571444	0.09691001300805642	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
422297	-0.24033215531036953	-0.045757490560675115	NA	28	30	7	4751756	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
70863	-0.3010299956639812	0.3010299956639812	-0.07935499859321243	24.667	NA	NA	5131420	45.173	4214	9	102	0	0	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
369958	-0.22184874961635637	0.47712125471966244	NA	35	37	7.5	NA	NA	NA	NA	NA	NA	1	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1526413	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
395935	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
859653	NA	NA	NA	NA	NA	NA	1343201.2	28.6	1397.333	1	32	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106207	-0.045757490560675115	-0.045757490560675115	0.967547976218862	37.05	37	6.7	NA	NA	NA	NA	NA	0	NA	0	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
482461	-0.045757490560675115	0.17609125905568124	NA	30	37	7.5	4039011.333	44	NA	NA	NA	1	NA	1	1	1	0	0	1	0	0	1	0	0	0	0	0
423605	NA	NA	NA	26	30	7.5	1643561.6	40	1525.333	1	45	0	0	NA	NA	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA
1229621	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
237576	NA	NA	NA	37	37	NA	2629409	43	NA	NA	NA	1	0	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
910540	NA	NA	NA	30	30	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
482827	-0.22184874961635637	0.41912930774197565	NA	NA	70	7.75	2442297	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1644129	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685379	NA	NA	NA	NA	NA	NA	4007664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315423	-0.057991946977686754	0.3521825181113625	NA	30	28.5	7.5	3937250	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1198245	NA	NA	NA	28	NA	NA	6823298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209389	0.11394335230683678	0.6532125137753437	NA	32	30	5.25	NA	NA	NA	NA	NA	1	1	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
280237	NA	NA	NA	28	38.5	7.2	NA	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
281473	NA	NA	NA	29	28	7.5	5585780	NA	NA	NA	NA	1	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
291742	-0.3010299956639812	0.0	NA	28	25	7.75	NA	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
629680	-0.045757490560675115	0.04139268515822507	NA	28	27.5	8.5	4440957	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
1137273	-0.6020599913279624	0.3521825181113625	NA	NA	23	7.5	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1399969	NA	NA	NA	NA	NA	NA	9529093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46164	NA	NA	NA	28	NA	NA	9043645	70.75	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
83615	NA	NA	NA	30	NA	NA	3415933.5	68.5	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
268410	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
910543	0.0	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1914471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
37480	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47835	NA	NA	NA	30	NA	NA	1908280	25.45	1935	NA	43	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
53399	-0.5228787452803376	NA	NA	29	NA	NA	3702613.75	60.433	3576.8	1	46.333	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
76020	NA	NA	NA	28	26	NA	9811224	68.7	NA	NA	NA	1	1	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
252231	-0.4559319556497244	0.17609125905568124	NA	NA	30	7	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
272919	NA	NA	NA	29	NA	7.5	NA	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
333368	-0.09691001300805639	0.3010299956639812	NA	20	27.5	5.35	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
29384	NA	NA	NA	35	NA	NA	2616268.5	32.965	2527	NA	57	1	NA	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
65505	NA	NA	NA	28.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
217031	-0.09691001300805639	0.5440680443502757	NA	30	35	8.25	4841992	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
228603	-0.24033215531036953	0.9407654356312175	NA	37	NA	NA	3500703.5	NA	NA	NA	NA	0	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
535290	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
688067	NA	NA	NA	NA	27.75	NA	9071752	69.37	NA	NA	NA	1	1	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
1007098	NA	NA	NA	28	30	7.25	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
29322	NA	NA	NA	37	37.5	NA	3358295.5	48.27	NA	NA	NA	1	0	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
536633	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1465490	NA	NA	NA	28	28	NA	4985410	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
228958	-0.3467874862246563	0.3979400086720376	NA	29	22	8	4578396	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1069221	NA	NA	NA	37	37	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
86660	NA	NA	NA	37	NA	NA	1081342.667	29.047	725.5	1	32	0	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
459816	-0.1549019599857432	0.09691001300805642	NA	29	27.5	7.5	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1617889	NA	NA	NA	37	30	NA	2470738	35.572	NA	NA	NA	1	NA	0	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
1748331	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46163	NA	NA	NA	27.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
354630	-0.5228787452803376	0.0	NA	22	25	6	6790845	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
598626	-0.4559319556497244	-0.03385826726096737	NA	30	25	9.6	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1526412	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
932741	-0.09691001300805639	0.20411998265592482	NA	27	20	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1679494	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
696536	-0.4559319556497244	0.021189299069938092	NA	32	30	6	NA	NA	NA	NA	NA	NA	1	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
291190	-0.3010299956639812	0.6020599913279624	NA	22	11.5	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
987063	NA	NA	NA	37	NA	NA	2247459	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1505907	NA	NA	NA	NA	85	NA	2126163.2	51.216	2153.667	1	45	NA	NA	1	NA	0	1	0	0	1	0	0	1	0	0	0	0
1707952	NA	NA	NA	NA	NA	NA	5136890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373386	-0.09691001300805639	0.17609125905568124	NA	37	37	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
161355	0.17609125905568124	0.6434526764861874	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
515361	-0.12493873660829993	0.24303804868629442	NA	30	30	7.5	6968968	NA	NA	NA	NA	NA	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1494606	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
65151	-0.5228787452803376	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
42448	NA	NA	-0.24412514432750865	58.15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
68243	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81858	0.07918124604762482	NA	NA	37	NA	NA	5180112	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1167877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
132476	NA	NA	NA	29	NA	NA	6504892	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
754476	-0.22184874961635637	0.17609125905568124	NA	29	30	8	3137173.2	44.7	2946	3	44	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
1076125	NA	NA	NA	28	27	8	NA	NA	NA	NA	NA	NA	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1135990	-0.22184874961635637	0.24303804868629442	NA	28	30	7	4607575	NA	NA	NA	NA	NA	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1211806	NA	NA	NA	28	NA	NA	3495912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1274374	NA	NA	NA	37	NA	NA	5572970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67303	NA	NA	NA	26.5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172044	-0.3010299956639812	0.3979400086720376	NA	30	30	NA	3877506	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
205941	NA	NA	NA	29	NA	NA	2776536	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
300028	NA	NA	NA	28	32	NA	5096836.667	68.73	NA	NA	NA	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
1141657	NA	NA	NA	28	NA	NA	9364285	68.14	NA	NA	NA	1	NA	0	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
119484	0.04139268515822507	0.25527250510330607	1.9912260756924949	37	37	7	4990250.8	59.9	4094	2	50	0	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	0
1658108	NA	NA	NA	NA	NA	NA	4578670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81857	NA	NA	NA	30	NA	NA	2117619.5	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
487174	-0.3979400086720376	0.11394335230683678	NA	37	34.75	7	3433706	43.91	NA	NA	NA	0	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	0
688913	NA	NA	NA	28	NA	NA	7410016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1189127	-0.1549019599857432	0.24303804868629442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
69367	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1017095	-0.22184874961635637	0.17609125905568124	NA	NA	26.5	6.5	NA	NA	NA	NA	NA	NA	0	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
256821	-0.2798406965940431	-0.07058107428570727	NA	30	36	NA	3379783.5	64.3	NA	NA	NA	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
538021	-0.3979400086720376	0.16136800223497488	NA	NA	28	6.5	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
103441	-0.2676062401770315	0.3521825181113625	NA	29	NA	NA	9539468	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
394967	-0.09691001300805639	-0.09691001300805639	0.9164539485499251	50	52.5	7.65	NA	NA	NA	NA	NA	0	NA	0	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
885042	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1048396	0.0	0.8450980400142568	NA	NA	40	7.5	3265215.5	66.004	2855	2	63	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1691571	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675527	NA	NA	NA	NA	NA	NA	5037502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1167727	NA	NA	NA	NA	NA	NA	810830	58.5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190721	NA	NA	NA	31	NA	NA	6063457.2	63.321	5640.333	3	52.5	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
941907	-0.045757490560675115	0.414973347970818	NA	28	28	7	2807253	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1690039	NA	NA	NA	NA	NA	NA	3734267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
670155	-0.3010299956639812	0.2787536009528289	NA	25	26.5	7.667	3580729	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
762209	NA	NA	NA	37	NA	NA	2865246.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1462527	NA	NA	NA	NA	NA	NA	5388101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638980	NA	NA	NA	NA	NA	NA	3227460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739787	NA	NA	NA	NA	NA	NA	5419789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
881	NA	NA	1.1430148002540952	33	34.45	7.5	3813905.889	64.607	3250.111	4.6	66.4	0	NA	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
111802	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
146820	NA	NA	NA	29	NA	NA	10156192.5	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
150829	-0.6989700043360187	1.0	NA	23	23	NA	3855670.8	49.9	3385.667	2	46	0	0	1	NA	0	1	0	1	0	0	0	0	0	0	0	1
340172	-0.585026652029182	0.25527250510330607	NA	30	30	7	NA	NA	NA	NA	NA	1	1	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
419481	0.0	0.47712125471966244	NA	28	28	7.5	6535106	NA	NA	NA	NA	0	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
578943	-0.5228787452803376	-0.22184874961635637	NA	NA	32.5	7.25	4189767	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1038928	NA	NA	NA	28	28	7.5	7137890	73.1	5809	6	63	1	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1273	NA	NA	NA	32	37	NA	2682577	71.25	NA	NA	NA	1	NA	NA	NA	0	0	1	1	0	0	0	1	0	0	0	0
235986	NA	NA	NA	28	22.5	7.5	9808662	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
155863	0.0	0.0	-0.25570701687732367	63.8	61.5	6.5	1677454	28.465	1575.667	2	37	0	0	1	NA	0	1	0	0	1	0	0	1	0	0	0	0
646532	-0.3979400086720376	-0.045757490560675115	NA	NA	25	8	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1799	0.3010299956639812	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1082276	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1325436	-0.2596373105057561	0.146128035678238	NA	NA	25	7.5	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
955	NA	NA	NA	NA	NA	NA	1233616.25	NA	NA	1	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
48466	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
273793	-0.3010299956639812	0.3010299956639812	NA	39	40.5	6.25	NA	NA	NA	NA	NA	0	0	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1324934	NA	NA	NA	28	30	NA	4017490	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
39479	-0.1549019599857432	0.5440680443502757	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1212662	-0.4559319556497244	0.37106786227173627	NA	NA	36	9	NA	NA	NA	NA	NA	NA	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
398843	NA	NA	NA	29	28.5	7	5889375	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660197	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
453837	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1265685	-0.045757490560675115	0.3979400086720376	NA	27	30	7.5	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
290732	-1.0	0.47712125471966244	NA	37	42	7.1	3223212	60.4	NA	NA	NA	0	0	1	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608407	NA	NA	NA	NA	25	NA	4642053	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1416810	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1195763	NA	NA	NA	NA	NA	NA	5060549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291182	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1104324	NA	NA	NA	90	NA	NA	2467971.333	57	2827	NA	31	0	NA	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
261290	-0.09691001300805639	0.25527250510330607	NA	37	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
274592	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1229203	NA	NA	NA	NA	NA	NA	2995027	70.6	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105219	NA	NA	NA	30	NA	NA	4964590.125	64.737	4531	2	50.667	0	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
229486	NA	NA	NA	29	32	NA	NA	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
515350	NA	NA	NA	28	31.5	7	NA	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819600	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57676	NA	NA	NA	26	28	NA	7295545	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
